0 0 0
1 121 8192
2 519 16384
3 529 24576
4 560 32768
5 624 40960
6 226 32768
7 493 40960
8 730 49152
9 881 57344
10 1251 65536
11 1966 73728
12 1979 81920
13 3050 90112
14 3433 98304
15 3732 106496
16 3744 114688
17 3764 122880
18 7686 131072
19 7785 139264
20 10857 147456
21 11046 155648
22 13687 163840
23 16165 172032
24 16188 180224
25 16249 188416
26 16953 196608
27 17450 204800
28 17559 212992
29 17743 221184
30 17760 229376
31 17813 237568
32 20146 245760
33 20216 253952
34 23632 262144
35 23648 270336
36 23664 278528
37 23830 286720
38 25305 294912
39 25542 303104
40 25847 311296
41 26441 319488
42 26535 327680
43 26585 335872
44 26738 344064
45 26746 352256
46 27003 360448
47 27121 368640
48 27177 376832
49 27243 385024
50 27281 393216
51 27243 385024
52 27656 393216
53 27742 401408
54 28321 409600
55 28340 417792
56 29335 425984
57 29422 434176
58 29460 442368
59 29487 450560
60 29783 458752
61 30079 466944
62 34050 475136
63 34353 483328
64 34427 491520
65 34567 499712
66 34635 507904
67 34138 499712
68 34193 507904
69 34464 516096
70 34490 524288
71 34580 532480
72 34568 524288
73 35133 532480
74 35171 540672
75 35293 548864
76 37888 557056
77 37972 565248
78 38090 573440
79 38158 581632
80 38072 573440
81 38583 581632
82 38597 589824
83 38729 598016
84 38751 606208
85 39362 614400
86 39374 622592
87 39336 614400
88 40053 622592
89 40310 630784
90 40471 638976
91 40632 647168
92 40333 638976
93 40548 647168
94 40849 655360
95 40904 663552
96 41072 671744
97 41719 679936
98 43897 688128
99 43960 696320
100 46417 704512
101 46436 712704
102 46943 720896
103 48902 729088
104 48930 737280
105 49060 745472
106 49959 753664
107 51143 761856
108 52227 770048
109 52240 778240
110 52202 770048
111 52217 778240
112 52282 786432
113 52496 794624
114 53164 802816
115 53468 811008
116 53536 819200
117 53600 827392
118 53612 835584
119 53682 843776
120 53813 851968
121 53830 860160
122 55002 868352
123 55093 876544
124 51677 868352
125 51686 876544
126 51716 884736
127 52753 892928
128 54841 901120
129 55889 909312
130 55937 917504
131 57147 925696
132 57548 933888
133 57940 942080
134 57955 950272
135 58010 958464
136 57982 950272
137 58032 958464
138 58369 966656
139 58407 974848
140 58801 983040
141 58879 991232
142 59281 999424
143 62012 1007616
144 61859 999424
145 62731 1007616
146 62637 999424
147 62647 1007616
148 64159 1015808
149 64760 1024000
150 64822 1032192
151 64954 1040384
152 65226 1048576
153 65148 1040384
154 66148 1048576
155 66208 1056768
156 66335 1064960
157 67624 1073152
158 67639 1081344
159 67074 1073152
160 67703 1081344
161 68088 1089536
162 68547 1097728
163 68675 1105920
164 68804 1114112
165 68851 1122304
166 69778 1130496
167 69923 1138688
168 69868 1130496
169 69858 1122304
170 69911 1130496
171 69990 1138688
172 70077 1146880
173 70415 1155072
174 70426 1163264
175 70456 1171456
176 70789 1179648
177 70968 1187840
178 71204 1196032
179 71223 1204224
180 71264 1212416
181 71284 1220608
182 71349 1228800
183 73174 1236992
184 73589 1245184
185 73739 1253376
186 73760 1261568
187 73770 1269760
188 74791 1277952
189 75010 1286144
190 75018 1294336
191 75646 1302528
192 75660 1310720
193 75719 1318912
194 76630 1327104
195 76655 1335296
196 77801 1343488
197 77821 1351680
198 78906 1359872
199 78942 1368064
200 79616 1376256
201 80174 1384448
202 80194 1392640
203 80914 1400832
204 84182 1409024
205 84215 1417216
206 83043 1409024
207 83600 1417216
208 83777 1425408
209 83844 1433600
210 84803 1441792
211 84820 1449984
212 85404 1458176
213 85446 1466368
214 85386 1458176
215 85561 1466368
216 85680 1474560
217 85690 1482752
218 85591 1474560
219 85814 1482752
220 88512 1490944
221 88648 1499136
222 88391 1490944
223 88738 1499136
224 88757 1507328
225 87798 1499136
226 87730 1490944
227 88013 1499136
228 89185 1507328
229 92203 1515520
230 92960 1523712
231 93908 1531904
232 95761 1540096
233 95816 1548288
234 96688 1556480
235 96866 1564672
236 99358 1572864
237 100416 1581056
238 100891 1589248
239 102453 1597440
240 102538 1605632
241 102191 1597440
242 102279 1605632
243 102218 1597440
244 101982 1589248
245 101083 1581056
246 101188 1589248
247 101216 1597440
248 101236 1605632
249 102102 1613824
250 102089 1605632
251 103525 1613824
252 103534 1622016
253 103837 1630208
254 106218 1638400
255 109521 1646592
256 109622 1654784
257 108975 1646592
258 109552 1654784
259 110618 1662976
260 107546 1654784
261 107557 1662976
262 108842 1671168
263 111270 1679360
264 112024 1687552
265 111971 1679360
266 111670 1671168
267 111691 1679360
268 111514 1671168
269 111566 1679360
270 111579 1687552
271 111365 1679360
272 111765 1687552
273 111946 1695744
274 112359 1703936
275 112369 1712128
276 113244 1720320
277 113293 1728512
278 113858 1736704
279 114627 1744896
280 114640 1753088
281 114660 1761280
282 114694 1769472
283 114730 1777664
284 115753 1785856
285 115832 1794048
286 115919 1802240
287 115927 1810432
288 118797 1818624
289 119513 1826816
290 119522 1835008
291 119539 1843200
292 118254 1835008
293 115826 1826816
294 115109 1818624
295 115355 1826816
296 116420 1835008
297 118460 1843200
298 119155 1851392
299 119085 1843200
300 119127 1851392
301 119158 1859584
302 119527 1867776
303 119437 1859584
304 121217 1867776
305 122225 1875968
306 122235 1884160
307 122269 1892352
308 122298 1900544
309 123244 1908736
310 123165 1900544
311 126166 1908736
312 122863 1900544
313 125211 1908736
314 125448 1916928
315 125435 1908736
316 125580 1916928
317 125803 1925120
318 129177 1933312
319 128764 1925120
320 126984 1916928
321 130474 1925120
322 130890 1933312
323 132898 1941504
324 133115 1949696
325 133448 1957888
326 134055 1966080
327 134078 1974272
328 134089 1982464
329 134121 1990656
330 135882 1998848
331 135814 1990656
332 137187 1998848
333 137204 2007040
334 137297 2015232
335 137421 2023424
336 140148 2031616
337 140809 2039808
338 140871 2048000
339 139806 2039808
340 139836 2048000
341 140807 2056192
342 141556 2064384
343 139223 2056192
344 139745 2064384
345 139770 2072576
346 139867 2080768
347 136599 2072576
348 136262 2064384
349 137788 2072576
350 138057 2080768
351 138015 2072576
352 135927 2064384
353 135942 2072576
354 138562 2080768
355 138660 2088960
356 136065 2080768
357 136129 2088960
358 136220 2097152
359 138216 2105344
360 138246 2113536
361 138701 2121728
362 138757 2129920
363 138771 2138112
364 138466 2129920
365 138518 2138112
366 139758 2146304
367 137138 2138112
368 140643 2146304
369 140701 2154496
370 140861 2162688
371 141599 2170880
372 141590 2162688
373 141629 2170880
374 141666 2179072
375 142144 2187264
376 141073 2179072
377 141217 2187264
378 140623 2179072
379 140327 2170880
380 140491 2179072
381 140412 2170880
382 141148 2179072
383 139938 2170880
384 139525 2162688
385 139577 2170880
386 141347 2179072
387 141324 2170880
388 140941 2162688
389 140069 2154496
390 140019 2146304
391 140032 2154496
392 140044 2162688
393 139985 2154496
394 140226 2162688
395 140808 2170880
396 144257 2179072
397 144280 2187264
398 144225 2179072
399 144205 2170880
400 141187 2162688
401 141171 2154496
402 140606 2146304
403 141105 2154496
404 140159 2146304
405 140280 2154496
406 140290 2162688
407 140602 2170880
408 140438 2162688
409 140446 2170880
410 140295 2162688
411 140311 2170880
412 140294 2162688
413 140149 2154496
414 141498 2162688
415 141625 2170880
416 142952 2179072
417 143147 2187264
418 143091 2179072
419 143035 2170880
420 143063 2179072
421 143083 2187264
422 146249 2195456
423 146284 2203648
424 146292 2211840
425 146304 2220032
426 146377 2228224
427 146140 2220032
428 146180 2228224
429 146430 2236416
430 146449 2244608
431 146116 2236416
432 145121 2228224
433 145082 2220032
434 144907 2211840
435 145357 2220032
436 145134 2211840
437 145122 2203648
438 145168 2211840
439 145455 2220032
440 145468 2228224
441 148271 2236416
442 148393 2244608
443 148710 2252800
444 148747 2260992
445 148683 2252800
446 148618 2244608
447 149007 2252800
448 149717 2260992
449 149801 2269184
450 147453 2260992
451 147470 2269184
452 149906 2277376
453 149886 2269184
454 149919 2277376
455 149909 2269184
456 149951 2277376
457 149024 2269184
458 149074 2277376
459 148990 2269184
460 149000 2277376
461 149768 2285568
462 149721 2277376
463 151402 2285568
464 151648 2293760
465 151692 2301952
466 151661 2293760
467 149808 2285568
468 151274 2293760
469 151822 2301952
470 151844 2310144
471 151885 2318336
472 151992 2326528
473 152085 2334720
474 151868 2326528
475 151897 2334720
476 151952 2342912
477 152012 2351104
478 152023 2359296
479 152219 2367488
480 151982 2359296
481 151889 2351104
482 152250 2359296
483 153140 2367488
484 152871 2359296
485 156750 2367488
486 156708 2359296
487 157317 2367488
488 154839 2359296
489 155461 2367488
490 155398 2359296
491 155603 2367488
492 155712 2375680
493 156212 2383872
494 156220 2392064
495 156662 2400256
496 156553 2392064
497 157278 2400256
